taxon,lfc_(Intercept),lfc_Treatment1,lfc_Diet1,lfc_Timepoint1,lfc_Timepoint2,lfc_Timepoint3,lfc_TreatDiet1,lfc_TreatTime1,lfc_TreatTime2,lfc_TreatTime3,lfc_DietTime1,lfc_DietTime2,lfc_DietTime3,lfc_TreatDietTime1,lfc_TreatDietTime2,lfc_TreatDietTime3,se_(Intercept),se_Treatment1,se_Diet1,se_Timepoint1,se_Timepoint2,se_Timepoint3,se_TreatDiet1,se_TreatTime1,se_TreatTime2,se_TreatTime3,se_DietTime1,se_DietTime2,se_DietTime3,se_TreatDietTime1,se_TreatDietTime2,se_TreatDietTime3,W_(Intercept),W_Treatment1,W_Diet1,W_Timepoint1,W_Timepoint2,W_Timepoint3,W_TreatDiet1,W_TreatTime1,W_TreatTime2,W_TreatTime3,W_DietTime1,W_DietTime2,W_DietTime3,W_TreatDietTime1,W_TreatDietTime2,W_TreatDietTime3,p_(Intercept),p_Treatment1,p_Diet1,p_Timepoint1,p_Timepoint2,p_Timepoint3,p_TreatDiet1,p_TreatTime1,p_TreatTime2,p_TreatTime3,p_DietTime1,p_DietTime2,p_DietTime3,p_TreatDietTime1,p_TreatDietTime2,p_TreatDietTime3,q_(Intercept),q_Treatment1,q_Diet1,q_Timepoint1,q_Timepoint2,q_Timepoint3,q_TreatDiet1,q_TreatTime1,q_TreatTime2,q_TreatTime3,q_DietTime1,q_DietTime2,q_DietTime3,q_TreatDietTime1,q_TreatDietTime2,q_TreatDietTime3,diff_(Intercept),diff_Treatment1,diff_Diet1,diff_Timepoint1,diff_Timepoint2,diff_Timepoint3,diff_TreatDiet1,diff_TreatTime1,diff_TreatTime2,diff_TreatTime3,diff_DietTime1,diff_DietTime2,diff_DietTime3,diff_TreatDietTime1,diff_TreatDietTime2,diff_TreatDietTime3,passed_ss_(Intercept),passed_ss_Treatment1,passed_ss_Diet1,passed_ss_Timepoint1,passed_ss_Timepoint2,passed_ss_Timepoint3,passed_ss_TreatDiet1,passed_ss_TreatTime1,passed_ss_TreatTime2,passed_ss_TreatTime3,passed_ss_DietTime1,passed_ss_DietTime2,passed_ss_DietTime3,passed_ss_TreatDietTime1,passed_ss_TreatDietTime2,passed_ss_TreatDietTime3,name,nickname
Escherichia-Shigella,0.13670811895290694,-0.5836179686171025,0.008286369457312365,-0.37722573960113737,-0.23255312055988606,0.1213092362658603,0.8595868961953044,1.0568970918242402,0.2551920706169879,0.773942541607156,-0.30244243319515723,-0.40217061443283636,-0.23860268313718166,-2.0181240948531887,-0.4069317082870108,-1.2688639138151316,0.4004475155281942,0.5856680479066864,0.5509417823328813,0.586441239622709,0.5861305319066226,0.5683467024614495,0.806831011919833,0.8054277528478524,0.8704921610200013,0.7707738196926106,0.7988476768452752,0.7839529072963659,0.7668667606398494,1.1174750673804015,1.0734991369713416,1.0560348402089945,0.3413883559062355,-0.9964995882959445,0.015040372182746719,-0.6432455873052655,-0.39675995004630554,0.21344231565078645,1.0653865350935634,1.3122183685466957,0.29315837872447464,1.0041110917802178,-0.37859837608783053,-0.5130035371892557,-0.31113968603633196,-1.805967894732631,-0.37907036370339847,-1.2015360341369203,0.7334508906603352,0.3211555427649961,0.9880267312549781,0.5213795942148434,0.6922994765794875,0.8313700310088888,0.28899241683759636,0.1921294539613573,0.769943578724681,0.31748952357958327,0.7057028330771049,0.6089592295828898,0.7562727928363425,0.07360912060159998,0.7053533073448527,0.23207791811853348,0.8977356763436859,0.9828261738452355,1,0.8057684637865761,0.9053147001424068,0.94798123931551,1,0.7745669616409316,1,0.7088844839816317,0.8369963834170315,0.7963313002237791,0.9407295715769138,0.6256775251135999,1,0.8300209672820491,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
RF39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Lachnospiraceae_FCS020_group,-0.7254634455940385,0.17951756775310804,0.5078901704238008,0.07742387234057334,0.3260839489244899,0.9958066745101958,-0.4757709002187016,0.024522957156158195,0.19922578836717905,0.13918982909488942,0.6780728643413346,0.02874939487171007,-0.6032127697002363,-0.008427817319197197,-0.8829148025852043,-0.1955121655135678,0.3852112759021037,0.5361195255252295,0.5641807633909478,0.4358990782682327,0.42980531467545346,0.4282259409570223,0.783190861654817,0.5348293224239951,0.5990929259548686,0.5240274574279532,0.6325667949554152,0.6150290053053642,0.6078455412651641,0.8099526868814146,0.7496850853981829,0.7507335953621486,-1.8832871490979028,0.3348461662112324,0.9002259619260705,0.17761880260946586,0.7586782615071112,2.3254235189132015,-0.6074775939206407,0.045851930939413234,0.3325457199309132,0.26561552667118815,1.0719387576913941,0.04674477890264035,-0.9923783736978884,-0.010405320527606466,-1.177714242662649,-0.2604281555020248,0.0621238897864376,0.7383653521099873,0.36965272822616135,0.8593775563795146,0.44976524898172077,0.021995533587104477,0.544658449947872,0.9635186674643004,0.7401569324647622,0.7910692677632027,0.28622263005160076,0.9628055404365626,0.32328583872546723,0.9917180125003058,0.24161360364543893,0.7950480387469654,0.13348658556418133,0.9828261738452355,0.9966408418155057,0.9739612305634499,0.8400988185064477,0.09348101774519403,1,1,1,0.9929189925747908,0.4170672609323325,1,0.49962356893935844,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
A2,-2.214131777900624,0.26307578695315115,-0.4639532464438479,1.4681162003005026,2.017512297442383,2.471065592210878,0.059421004543663634,-0.48664634101360704,-0.8578553784954958,-0.42593791173615403,1.5647257752048875,1.9866690438392003,1.4018080634475378,0.6659419125711946,0.9423769683952699,1.1267479871729076,0.4577163000731525,0.6507737222560394,0.625149646996801,0.4965803707772563,0.4962617029090098,0.4947077597565913,0.9072850207722661,0.6410243348240284,0.7039289020982746,0.6316956896294219,0.6846651100372683,0.6752500113128286,0.6640603506423072,0.9276633933123293,0.8768898050609238,0.8706591504021269,-4.837345267246895,0.40425078326940656,-0.7421474980793231,2.956452342251429,4.0654200910850795,4.995000671561539,0.06549320575477532,-0.7591698389222608,-1.2186676466023718,-0.6742770589206115,2.285388509310362,2.942123673536408,2.110964857473647,0.7178702074179861,1.0746811776763627,1.2941321373036765,4.406359601581407e-6,0.6868547942539821,0.45966805633260566,0.003770727826850555,8.763785463896214e-5,2.097446485715254e-6,0.9479061181511163,0.44930302818399526,0.22544179028464603,0.5014760713873012,0.024113020641829304,0.003936510613928806,0.036930340918894106,0.47428814838976063,0.2847457104351675,0.19819275060221392,1.1236216984032588e-4,0.9828261738452355,0.9966408418155057,0.03846142383387566,0.0014898435288623565,1.0696977077147796e-4,1,0.8920606552801397,1,0.8199905675587033,0.06472442382806813,0.01254762758189807,0.0818890168201565,1,1,0.8300209672820491,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Oscillibacter,-1.0645737337597871,-0.11195285311026638,0.1406851984042379,0.31069834218754167,0.6725900876301493,1.023973920952045,-0.3731316167815995,0.3157899556535881,0.020997013415738227,0.09937109075072945,1.0356053212703187,0.8637965756705156,0.6438614913365898,0.2690618086331314,0.47469936401332,0.38613211607904435,0.32751804442356713,0.46330430276588197,0.46613657975648076,0.4124370079834901,0.4121121910855687,0.4105281491490528,0.661946872012145,0.5163657374510997,0.5847757376606002,0.5093258315094521,0.5860638440537563,0.5705263237676949,0.5650774706722058,0.7649413672101285,0.7031430489446594,0.7011541597945675,-3.250427730274955,-0.24164000300001243,0.3018111096917876,0.7533231406818347,1.6320557900955093,2.494284309308751,-0.5636881637454939,0.611562566510319,0.035906095385791724,0.195103182684119,1.7670520571737034,1.5140345671801703,1.1394216275702231,0.3517417414807172,0.6751106545471675,0.5507092993531949,0.0014206311938975446,0.8093862608137234,0.7632041425157539,0.4527761941670665,0.10536923505115048,0.014024247277695603,0.5737917447932883,0.542017004403859,0.9714185947604046,0.8456515169517854,0.07975468103040009,0.13263927948229357,0.25679041486180804,0.7256535689773668,0.5009141488998943,0.5828645905863312,0.013590944126450805,0.9828261738452355,1,0.7279349952874586,0.35825539917391164,0.07947073457360843,1,0.8920606552801397,1,1,0.1694786971896002,0.2818584688998738,0.43654370526507363,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA
Staphylococcus,-1.0130049334485942,0.07204655904332333,2.142289439266208,0.3019079813592717,0.6491889994299818,-0.44095234518844856,0.678912903543614,1.4537850563303814,0.14836575766495516,0,-2.14039805049575,-1.91274740595592,0,-2.121711252639481,0,0,0.6510310759607099,0.8067198667217946,1.1718285155000796,0.8305243440949182,0.7589718800842549,0.8196959107297302,1.0548252158894775,1.0738374243958442,1.0027174293090464,0.45292077125726427,1.2133485269081972,1.0420185697231528,0.5083830217560389,1.248907679457785,0.5050924260018845,0.5030381548959134,-1.5560008897482025,0.0893080262620696,1.828159505362423,0.3635149089919603,0.8553531645440067,-0.5379462547225506,0.6436259707454217,1.353822304291826,0.1479636768328553,0,-1.7640422376823754,-1.8356173887228378,0,-1.6988535562217255,0,0,0.15413187776201667,0.9307929446437203,0.10059534317192904,0.7245631641859418,0.4145457886097166,0.6035718728447672,0.5358096233219137,0.20870850425381177,0.8856333824949191,1,0.11140608405292625,0.09930715948532887,1,0.12356892717153803,1,1,0.26202419219542833,1,0.663489400510188,0.9476790752491363,0.8400988185064477,0.829933112615276,1,0.7745669616409316,1,1,0.21043371432219402,0.22020283190225098,1,0.7473057455347986,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Acetatifactor,-0.9239206933980438,-0.7944720479441556,-1.3590480324955077,-0.5932434515301371,0.356485292310921,0.38654845798166304,1.712353841316924,1.5491824014447955,0.4563499510819567,1.1059085736712262,3.4028191071504974,3.108784092990285,3.0039485496412306,-1.9196305042757653,-1.0650189140778419,-1.4011760610880877,0.49099998115810595,0.661603463950885,0.7698510027158516,0.5070904347663282,0.5020543496525413,0.5005028947277785,1.003835313438061,0.6243753828352062,0.676169952668077,0.6032046941642332,0.8000679691563855,0.775205226990071,0.7665680538290891,0.983316294181196,0.9173872973633909,0.9126837266027742,-1.8817122787231513,-1.2008281262613436,-1.7653390431409568,-1.1698967498834976,0.7100531895752625,0.7723201245257636,1.7058115194734877,2.48117149399799,0.6749042149555157,1.8333885401928305,4.25316252910178,4.010272357245216,3.918697804632201,-1.9522004421519679,-1.1609261618716005,-1.5352263004662066,0.06392301042967372,0.23417735350543314,0.081087513861819,0.24591951565339595,0.47994544443600184,0.4424315185921325,0.09215454595189194,0.015455333821402491,0.5018972267841354,0.0708763660766794,6.215767524964633e-5,1.4422482546748024e-4,1.9514014112657533e-4,0.0548100537032196,0.24946986202357213,0.12901737917076167,0.13348658556418133,0.9828261738452355,0.663489400510188,0.6270947649161597,0.8400988185064477,0.7780692223516812,1,0.34340907561111,1,0.6024491116517748,0.0010566804792439875,9.26106921159374e-4,9.952147197455341e-4,0.6256775251135999,1,0.8300209672820491,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA
Akkermansia,0.6397624462018155,0.37951552119869447,0.6082182275596231,-1.3660121516709467,-2.766895843177669,-2.9515377714614286,-1.4109031827320482,-1.3683894388666387,-0.08831302056494661,-0.6239165942635448,1.3623367782590565,2.1637080026154925,2.589685527135763,2.3433836915892776,1.0040320868128978,1.0643722155593844,0.6070019499358609,0.8796923333792724,0.8440693955815346,0.6554656538357536,0.6551606791798164,0.6536736702544299,1.2265343228446999,0.8827358957056602,0.9469070866991897,0.8941067012483362,0.9175794153777009,0.9030317876689926,0.8979376114492924,1.272206478296949,1.2328182605003482,1.2414499618797052,1.053970990158131,0.4314184707519434,0.7205784627940239,-2.084033150596235,-4.223232454428576,-4.515307722754994,-1.150316918534935,-1.5501685674317642,-0.09326471604811382,-0.6978099967178899,1.4847072149044247,2.396048546863117,2.884037258396994,1.8419837750915007,0.8144201939427829,0.8573621557390814,0.294415303713559,0.6670851454640315,0.47283619291422974,0.03924443728975746,4.6663511046352185e-5,1.4693646047348617e-5,0.2527342604091686,0.12369173290433516,0.9258462742196385,0.48661721938986835,0.14020103236237402,0.018092380818947245,0.004642682124671325,0.0679063586869772,0.41699139200392166,0.3929215878686816,0.4290051568397574,0.9828261738452355,0.9966408418155057,0.25018328772220383,0.0011899195316819808,3.7468797420738974e-4,1,0.7009198197912326,1,0.8199905675587033,0.25536616608860985,0.048563759040332076,0.01211547738144668,0.6256775251135999,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
GCA-900066575,-0.8702366905298791,-0.45078110595061777,-1.6041077772337236,-0.13839254413966753,-0.2518626245061646,0.4508627850994392,1.705799948836964,0.3655630000705734,0.793958694571366,0.638045801210312,1.912988132385509,3.0445070280655795,2.902999594776585,-0.5134377714228672,-0.748116709257046,-1.0441549543259823,0.5237308270988019,0.7168669736150293,0.7261998836807506,0.5334708352617867,0.5474514873076451,0.5316175355977583,0.98696965868848,0.6762593700658676,0.7477290327280509,0.6539532896902585,0.7579866207736831,0.739435701122552,0.7238655210058641,0.9662942085365895,0.9093428128140885,0.8899504632146428,-1.6616105936527368,-0.6288211377313296,-2.2089066843460357,-0.2594191378273848,-0.4600638236363548,0.8480961497864865,1.7283205555717802,0.5405662623720358,1.0618267578492286,0.9756748857590716,2.523775591755045,4.117338429079977,4.010412860585838,-0.531347251061813,-0.8227004147554586,-1.17327311742086,0.09939666806811887,0.5308486357185754,0.029224017386838576,0.7959655113146159,0.6466821731074428,0.39886641340838114,0.08695349230964523,0.5902978844183424,0.29144366012286016,0.33210946906260086,0.01354493046468202,9.081002988072691e-5,1.334344622632689e-4,0.5966394545593168,0.4130907479842296,0.24412381390648502,0.18774926190644675,0.9828261738452355,0.663489400510188,0.9476790752491363,0.8913727250940428,0.7534143364380532,1,0.8920606552801397,1,0.7088844839816317,0.04063479139404606,9.26106921159374e-4,8.506446969283393e-4,1,1,0.8300209672820491,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA
[Eubacterium]_coprostanoligenes_group,-0.712701314819772,0.5229287438487931,-1.4534003634277717,0.1778576536245046,0.4846731635911428,1.1011835994461716,1.1231149916743055,-0.04358396945903262,0.0729413712856834,-0.7693042411554054,1.6070469105265097,1.3441359546561222,0.4989250056716366,-1.4153805432618467,-1.639018712332512,-0.40716219732764736,0.5208715002905009,0.7375264840108259,0.7333434800424448,0.5144034946178515,0.4897221406532689,0.48816541342053743,1.0464691976926384,0.6347616698917065,0.6847567420467566,0.612020217024364,0.7149182277509777,0.7055458439464962,0.6846718406721555,0.9311299465997338,0.8881218053742258,0.8743439559798051,-1.3682862556739688,0.7090304622079404,-1.9818821643353959,0.34575514257855966,0.9896901188592556,2.2557591528868524,1.0732422838155806,-0.06866194278313664,0.10652158176297709,-1.2569915498800917,2.2478751389260716,1.9051008041343551,0.7287067702124749,-1.5200676859663695,-1.845488650784655,-0.46567737392474373,0.17545453902836708,0.48075730182593135,0.0511045836607823,0.7302959274351641,0.324870810598884,0.02640871396903752,0.28689968934826743,0.9454052252893991,0.9153974347932619,0.2118970619339869,0.02692043597069865,0.05973925044676763,0.4679553336363971,0.13187748450614092,0.06807462097151486,0.642514426254523,0.27963067157646004,0.9828261738452355,0.663489400510188,0.9476790752491363,0.7889719685972897,0.10360341634007027,1,1,1,0.6706740854149189,0.06864711172528155,0.15233508863925746,0.6629367226515626,0.7473057455347986,0.6993574353771813,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Lachnoclostridium,-0.23640229668380094,-0.6145745327500689,-0.07683715254960115,-0.4387565257512616,-0.12232905871513258,0.1589904645738191,0.3215714076005478,0.5942307756585701,0.5420559425039876,0.9179682504602034,0.9128788022975345,0.501944864095772,0.49131832505436396,-0.3283130071882918,-0.018209181603856525,-0.6031321204907094,0.29145165350729496,0.4084583315635627,0.39653238012905023,0.3590015423656679,0.35867695925387627,0.3570940664457788,0.5688564609471741,0.43619672712608837,0.5043065887268428,0.42710506238042034,0.4946047913390843,0.47901835207563637,0.4735517834989765,0.6330036204371945,0.5589270487792553,0.5568815352909476,-0.8111201080486711,-1.504619896961096,-0.19377270659358192,-1.2221577736408658,-0.34105636160628444,0.44523412600013124,0.5652944629742194,1.3622999410694796,1.074853976967554,2.149279723691436,1.8456731885391213,1.047861448148683,1.0375176320192783,-0.5186589722212599,-0.03257881622230834,-1.0830528259041625,0.41864851672886294,0.13463363907546416,0.8466296231305527,0.2239848890812514,0.7336430448472373,0.6569331566711435,0.5727618620217996,0.17559267712032586,0.2845440764437869,0.033570761957846904,0.06734436810511124,0.29675713455851055,0.30153002951066604,0.6049304295126672,0.974063270386528,0.2809035531159308,0.5930853986992225,0.9828261738452355,1,0.6270947649161597,0.9353948821802275,0.8375897747557078,1,0.7745669616409316,1,0.46775228412777625,0.14932881623307276,0.48126346473007825,0.49606553242077317,1,1,0.8667061810001842,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Incertae_Sedis,1.3992213375773919,-0.16680136328057424,-1.7515426529879503,-1.5171953038759858,-1.5438283824889578,-0.8129685966914452,2.2237343868496398,0.2898209396737716,0.30186697218486763,0.6286479516728926,0.7941517064137835,0.9141909850137389,0.29475059285655875,-2.548522062337145,-2.692031475820563,-2.7593959728125075,0.4902118252307333,0.6532402534842159,0.6625739912622749,0.615928472207221,0.5931395920544619,0.5916275273510081,0.9067934141743537,0.7690479673222755,0.8118431720390964,0.7422130143181949,0.8458978143027578,0.807758426292302,0.8025666226818216,1.1078347770162587,1.0357216851345545,1.0338576483461552,2.8543198379982067,-0.25534458783104463,-2.643542722905668,-2.463265415282743,-2.6028078434986752,-1.374122330533679,2.452305400645611,0.37685677875580403,0.3718291692060082,0.846991280866148,0.938826998942388,1.1317628578756818,0.36725996886293755,-2.3004532040428467,-2.5991842349721885,-2.669028929878951,0.004956736722245082,0.7988286308583644,0.009124413622152874,0.015474191390470954,0.010542692207629477,0.17224378294504503,0.015413853671916012,0.707101426312374,0.710785016879588,0.3989665755895623,0.34994647283919467,0.26022038450602264,0.7141379033521065,0.023451819927151257,0.010706746893218152,0.008831570134912134,0.0272791927131766,0.9828261738452355,0.46534509472979657,0.11274053727343124,0.05376773025891033,0.3914892793026008,0.7861065372677166,0.9561110925427414,1,0.7394072022944033,0.48235865175132236,0.4576289520623157,0.9105258267739357,0.6256775251135999,0.5460440915541257,0.3220462663042411,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Colidextribacter,-0.6741635446102118,-0.6095098920653027,-0.8349004620802695,-0.3753140219192226,0.06077150753523562,0.15038567550098142,0.6529211270085943,0.9020154351401963,0.5661558304365292,1.142923249568605,2.3836187274519935,2.371454864295562,2.547013114013599,-0.779937011021308,-0.42038778876573457,-1.2054319917556204,0.3202765111525935,0.44208654214363774,0.4372493764997997,0.4006120850975893,0.40028682839524987,0.39870063192961003,0.6190517230254673,0.49044096162550915,0.5589386350688873,0.4828243741019171,0.5542182128179377,0.5386222155140357,0.5331521056648346,0.7160965879335741,0.6503303489247906,0.6483188105816734,-2.104942201924422,-1.3787117090464782,-1.9094377418298087,-0.9368514727352669,0.15181990319009153,0.37718945859993463,1.0547117514148872,1.8391926974259487,1.01291232152301,2.3671614584381997,4.300866828847827,4.4028166607134045,4.777272915085842,-1.0891505757232511,-0.6464219138177597,-1.8593197853909307,0.03689529520938869,0.16996911385910282,0.058037282390136696,0.35067135139126926,0.8795777946244049,0.7066830004417558,0.29319373679203103,0.06834356297756684,0.31312743440894103,0.019514910771088318,3.43138101542908e-5,2.2937417967379583e-5,4.964505124799223e-6,0.278245969075336,0.5192269969394134,0.06540419696197439,0.11068588562816606,0.9828261738452355,0.663489400510188,0.7153695568381893,1,0.87031615093806,1,0.5925290219029749,1,0.46775228412777625,8.750021589344155e-4,3.899361054454529e-4,8.439658712158679e-5,0.8542948077281665,1,0.6811936147058758,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
[Eubacterium]_xylanophilum_group,0.7552992378832196,-0.16997372760480084,-0.4264754952850441,-0.6747965985702,-0.20483064326421827,-0.05865786115654452,0.40888650760844303,0.12124731583921701,0.14803304393898756,0.5366130550618367,-0.7503670042964538,-3.2633991136100553,-3.151855049571276,0.029962523925651807,-0.3951937355173393,-1.0550482807195443,0.3188410784037311,0.44926347703788094,0.4352180641000642,0.3968613149333161,0.39653596086815734,0.39494928737957663,0.625720419221103,0.49218208074234066,0.5606777126481537,0.48460644201970465,0.5488486923320205,0.6308935259711149,0.5630451873200409,0.7158954655932024,0.751000484369195,0.6997479391717767,2.3688893591271363,-0.3783386282042887,-0.9799122105993053,-1.7003335250340157,-0.516549981534516,-0.1485199822633679,0.6534651819696489,0.24634646522755158,0.26402519771975286,1.1073172135834244,-1.36716551351921,-5.172662231058411,-5.597872285479154,0.04185321093048743,-0.5262230101612829,-1.507754752330249,0.01943394809919877,0.7058457935967193,0.32909580511259906,0.09281151573727353,0.6068435371307473,0.8822925570967436,0.5147033571082893,0.8060220897000776,0.7924147616395107,0.27135466260913454,0.17526367515997998,1.1398707763564498e-6,2.1192195146220274e-7,0.9667162048868403,0.5999235640929171,0.13501842286372612,0.08055365366211649,0.9828261738452355,0.9966408418155057,0.3944489418834125,0.8596950109352255,0.9781939219985636,1,0.9561110925427414,1,0.691954389653293,0.2793264822862181,2.906670479708947e-5,5.40400976228617e-6,1,1,0.8300209672820491,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Anaerotruncus,-1.1187993722467684,-0.5937753733479134,-0.026103460982057347,-0.3662814230465187,-0.13081346521724382,0.02036762361748214,1.1216019098129328,0.3776480517121382,0.1388240512311535,0.7487600077601441,2.298647758740246,2.4683072799850687,2.6290791876309396,-0.7418607205153966,-0.2980244195223314,-1.1086519233147423,0.37983819283332815,0.5354737569148132,0.5303828538692007,0.4700739169031379,0.45588962209237976,0.4681880052465009,0.7646759479601921,0.6009096038055606,0.6659256817203865,0.5812227596299266,0.6508980071948269,0.6256515087895663,0.6301506141550218,0.8725446162336364,0.8157623419092394,0.8051040820972254,-2.945463077057378,-1.1088785690806042,-0.04921626103036657,-0.7791996319633995,-0.28694109029473863,0.04350308719839713,1.4667676063368502,0.628460669159709,0.2084677840814133,1.2882496346786056,3.5315022220558347,3.9451791377606464,4.172144132805949,-0.8502266895160725,-0.36533240652519505,-1.3770293157957931,0.003798878374804312,0.26947277287690574,0.9608187438095162,0.43752667678135126,0.774720737034506,0.9653789690109881,0.1447383587232724,0.5309956194299881,0.8352598755946168,0.2004196833389855,6.073839266846693e-4,1.434094638555844e-4,6.0927410843282634e-5,0.39706130633202075,0.715583373739844,0.17136414169149242,0.0272791927131766,0.9828261738452355,1,0.7279349952874586,0.9636770143599952,1,1,0.8920606552801397,1,0.6706740854149189,0.005080256216316894,9.26106921159374e-4,5.178829921679024e-4,0.9687944759658528,1,0.8300209672820491,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
