taxon,lfc_(Intercept),lfc_Treatment1,lfc_Diet1,lfc_TreatDiet1,se_(Intercept),se_Treatment1,se_Diet1,se_TreatDiet1,W_(Intercept),W_Treatment1,W_Diet1,W_TreatDiet1,p_(Intercept),p_Treatment1,p_Diet1,p_TreatDiet1,q_(Intercept),q_Treatment1,q_Diet1,q_TreatDiet1,diff_(Intercept),diff_Treatment1,diff_Diet1,diff_TreatDiet1,passed_ss_(Intercept),passed_ss_Treatment1,passed_ss_Diet1,passed_ss_TreatDiet1,name,nickname
Genus:Blautia,-0.992809942885695,0.17836639631676657,1.9985055964319964,-0.10211015229325784,0.22325190886526589,NA,0.32892362480688725,0.5018503706495576,-4.447038988073616,NA,6.075895574862795,-0.20346732465514392,6.505536441265869e-5,1,3.3741906574593915e-7,0.8397762812103144,1.7014479923310735e-4,1,1.1472248235361932e-6,0.9845652952120927,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Genus:Mucispirillum,-0.5521211906301667,0.6837191720571908,0.9454981457158922,-0.6679493137093748,0.33280730269624376,NA,0.5695823754947279,0.945435065203928,-1.6589815973301907,NA,1.6599849054224183,-0.7064994078311447,0.10475129418416435,1,0.10454813402073322,0.48387349941345403,0.1369824616254457,1,0.1225736743691355,0.9153698309345227,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Genus:[Eubacterium]_xylanophilum_group,0.2989457838955995,-0.04773315328485587,-0.5271522580978092,0.32427827980184326,0.18523643918927332,NA,0.3994441338574051,0.6209007027287761,1.6138605622306244,NA,-1.3197146069142018,0.522270756622892,0.11442007250740562,1,0.19443401035123575,0.6043624249633464,0.14408453575006633,1,0.21325020490135532,0.9197523361366442,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Genus:Akkermansia,-0.8780961502816975,-1.0312307308140931,2.4563345681299777,0.7805582707535221,0.7748539956868251,NA,0.8327422853720872,1.178684125507965,-1.1332407849344046,NA,2.9496935742039745,0.6622285427125213,0.26369657552062364,1,0.005235533600866858,0.5115301996398803,0.29885611892337344,1,0.008476578210927293,0.9153698309345227,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Genus:Robinsoniella,-1.7306596367476306,-0.11444817213180658,3.0757232407462545,-0.8608373497835805,0.037083685846243566,NA,0.32970076632367745,0.611940403546428,-46.66902971628263,NA,9.328832550321469,-1.4067339642793641,4.563879136819674e-21,1,1.5922698549560534e-8,0.17565303247776032,1.5517189065186891e-19,1,7.898044185436868e-8,0.5972203104243851,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA
Genus:Anaeroplasma,0.6403894981775986,0.08531464897970296,-1.8037337582258361,-0.5170164126599263,0.34937785048113124,NA,0.4490116504477826,0.6616921054516656,1.8329424641422252,NA,-4.017120171441075,-0.7813549661545609,0.07709636526657218,1,3.818833815678944e-4,0.44092629810970574,0.10485105676253817,1,8.115021858317755e-4,0.9153698309345227,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA
Genus:Erysipelatoclostridium,-0.8380810802563706,-0.042393164120707955,2.25874634744697,-0.8577815452457148,0.1919056818585499,NA,0.29487732252799953,0.61272746041302,-4.367150946964169,NA,7.659952715531371,-1.399939778555888,8.351057720823747e-5,1,1.9598607859756607e-9,0.1690531195421763,2.0281140179143384e-4,1,1.7277034541454096e-8,0.5972203104243851,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Genus:uncultured,-0.9387911009754115,0.6337790727874774,0.7397210952293636,0.8366336594148238,0.06351699113078049,NA,0.25393138760478123,0.5356209347454398,-14.780156998344825,NA,2.9130746781908874,1.5619883487422759,4.60073247644203e-9,1,0.01300657446173792,0.14426474533960276,3.12849808398058e-8,1,0.019227110073873448,0.5972203104243851,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA
Genus:Eggerthella,-0.7597090507109764,0.23152962846242112,1.665235817707213,-0.46036134431608217,0.19878646516571563,NA,0.3228482398233953,0.4488490020047589,-3.8217342920085393,NA,5.157952289342298,-1.0256485861835585,4.4201008736038927e-4,1,6.738521519405955e-6,0.31107070892265626,9.392714356408272e-4,1,1.7623825512292497e-5,0.8813670086141928,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Genus:uncultured_1,-1.1398247478665302,0.09799291381741958,2.3678657828818785,-0.25232200739556115,0.2126880527936719,NA,0.3361278509967938,0.5066600864662192,-5.359138573581616,NA,7.0445390819592175,-0.4980104297447641,3.747332705183276e-6,1,1.62606792053112e-8,0.621203837560937,1.2740931197623137e-5,1,7.898044185436868e-8,0.9197523361366442,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Genus:[Clostridium]_innocuum_group,-0.6246430689577913,0.4030156656678684,1.7307011423720768,-1.6462171833069708,0.23423512523982315,NA,0.4635591394731931,0.6965398621797112,-2.66673526576446,NA,3.7335066769234966,-2.3634213527354984,0.011517718055090572,1,6.697919807264114e-4,0.023790555263514958,0.017903736020365293,1,0.0011985751234051573,0.26962629298650287,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
Genus:Hungatella,-0.4415529868344011,0.5294984001725951,1.2590161568146618,-1.6643031542881352,0.15210108960169288,NA,0.43114957060216597,0.5496849813752085,-2.903023166965443,NA,2.920137795930666,-3.0277399068178315,0.00801522616990248,1,0.007702346818549088,0.005986909265102367,0.013625884488834214,1,0.011903626901394045,0.10177745750674023,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA
Genus:Turicibacter,-0.563370762294744,0.387771306087179,1.9371613436180917,-2.1503882500295024,0.49567283889725905,NA,0.6268509287713673,1.0089682426830715,-1.1365778353885498,NA,3.0903062509852908,-2.1312744634173426,0.262478313970908,1,0.0036311362065745323,0.03926273695971484,0.29885611892337344,1,0.0061729315511767045,0.33373326415757615,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA
Genus:Anaerotruncus,-1.6639812806888659,-0.14651029949019365,2.8999258209119856,0.030302795982946197,0.07141002211880416,NA,0.20835273082339234,0.4267449466300925,-23.301789179122732,NA,13.918348031493153,0.071009150131104,1.0316640265900166e-10,1,2.4990409003023817e-8,0.9446650453277969,1.169219230135352e-9,1,1.0620923826285122e-7,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA
Family:Lachnospiraceae,-1.362299156846666,0.6565923479456695,2.8957871585345663,-1.1573395832011386,0.31620275242267987,NA,0.3666090815362704,0.7160550693175656,-4.308308977100967,NA,7.898841857380644,-1.6162717544952765,1.540122096225632e-4,1,6.461784163222429e-9,0.11616841291872228,3.4909434181114323e-4,1,4.394013230991252e-8,0.592680669057284,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA
Genus:[Eubacterium]_coprostanoligenes_group,-0.11546773146911635,0.072322596665511385,0.37815903257332006,-0.03379306153469724,0.1703302997683139,NA,0.489096564137536,0.7847168209911031,-0.6779048215507016,NA,0.7731786732956484,-0.04306402084259689,0.5024196913058073,1,0.4447590761495783,0.9659024170541737,0.5498079871569609,1,0.472556518408927,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Genus:Lactococcus,-2.2418942662225385,-0.32959682959308617,4.982173245629656,-0.26104957386428695,0.1489407569368225,NA,0.28185465836252477,0.5257676153293034,-15.052255086722182,NA,17.67639135210434,-0.496511322213682,2.6717581559032594e-18,1,8.701255238606258e-21,0.6221854038571417,4.541988865035541e-17,1,2.9584267811261277e-19,0.9197523361366442,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Genus:Tuzzerella,-1.4828125998546087,0.6473758556093626,2.9667079765191597,-1.000913368331927,0.2152871226797497,NA,0.2797138589293075,0.6089566529293454,-6.8876047085285546,NA,10.606224474808522,-1.6436528996228217,2.118358181879262e-7,1,3.957481721280742e-11,0.11184396355105808,9.003022272986863e-7,1,6.727718926177262e-10,0.592680669057284,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA
Genus:[Eubacterium]_nodatum_group,-0.9027791198917349,-0.01170063620238763,2.1441805595161765,-0.339860056474812,0.16967433142200633,NA,0.26789230056081625,0.4840009467421297,-5.320658182800694,NA,8.00389020150062,-0.702188825791462,6.0751356555394625e-6,1,2.0325922989945994e-9,0.48720527407023173,1.8777692026212884e-5,1,1.7277034541454096e-8,0.9153698309345227,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA
Genus:Clostridium_sensu_stricto_1,-0.3431011431279031,-1.2726932554194865,1.0283765482949612,1.5460409996767552,0.5207074180345008,NA,0.7493895049779578,0.9574246379654617,-0.6589134920009341,NA,1.3722857625624334,1.614791324946588,0.5174663408536102,1,0.18517052689284558,0.12202249068826437,0.5498079871569609,1,0.2098599304785583,0.592680669057284,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Genus:Lachnospiraceae_UCG-001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA
Genus:Oscillibacter,-0.724396926026244,0.05254896333229158,1.5647592918048334,-0.13658364495760628,0.10628044640170345,NA,0.26377040428741416,0.5017767118119962,-6.815900295415332,NA,5.932277717176385,-0.2722000478347846,3.386973547979369e-8,1,5.885145729480172e-7,0.7868683842510167,1.9192850105216425e-7,1,1.6674579566860487e-6,0.9845652952120927,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA
Genus:Clostridia_UCG-014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Genus:Colidextribacter,-0.9610176516891252,0.08262992282925098,2.0700234283728043,-0.1989371791338413,0.19435726207093804,NA,0.34406075077786774,0.5622203140381367,-4.944593484437775,NA,6.016447454970682,-0.3538420333925304,1.3402405488458033e-5,1,4.099676464089631e-7,0.7252704777197652,3.797348221729776e-5,1,1.2671727252640678e-6,0.9845652952120927,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
