taxon,lfc_(Intercept),lfc_Treatment1,lfc_Diet1,lfc_TreatDiet1,se_(Intercept),se_Treatment1,se_Diet1,se_TreatDiet1,W_(Intercept),W_Treatment1,W_Diet1,W_TreatDiet1,p_(Intercept),p_Treatment1,p_Diet1,p_TreatDiet1,q_(Intercept),q_Treatment1,q_Diet1,q_TreatDiet1,diff_(Intercept),diff_Treatment1,diff_Diet1,diff_TreatDiet1,passed_ss_(Intercept),passed_ss_Treatment1,passed_ss_Diet1,passed_ss_TreatDiet1,name,nickname
Akkermansia,-0.010090215143266704,0.45723157208823284,-0.10082905301061915,-1.274821228465835,0.6879637033920506,NA,NA,1.3125670550866215,-0.014666784153751469,NA,NA,-0.9712427441519964,0.9883691584995387,1,1,0.3371226766150758,0.9883691584995387,1,1,0.7508641433699415,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Romboutsia,0.08553377935644293,0.5445855495963792,-1.4453622811936337,1.0478776765039086,0.5552038482709111,NA,NA,1.1230562836233902,0.15405833302997357,NA,NA,0.9330589141294612,0.8784745685788657,1,1,0.3573687582612489,0.9433214655468773,1,1,0.7613508328174434,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Clostridia_UCG-014,-0.041602755759300336,-0.01489305955740868,-0.5671824366620477,1.691266385558606,0.3411999330554457,NA,NA,0.5976817311113528,-0.12193072661752193,NA,NA,2.8297106930369096,0.9048185485857803,1,1,0.014198457470193876,0.9433214655468773,1,1,0.173931104009875,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Lachnoclostridium,0.38046410445178175,-0.5368584818605096,-0.7858844331198319,0.4576533618667402,0.24739236300220754,NA,NA,0.5193481488558581,1.537897531818259,NA,NA,0.881207265059029,0.13175627971990334,1,1,0.383342448250627,0.40350360664220397,1,1,0.7826574985116967,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA
Incertae_Sedis,0.6131922143621001,-0.11216414154373458,-2.4759752601632425,2.3089916737527085,0.09053570424363057,NA,NA,0.7227267772527572,6.772932507511144,NA,NA,3.194833436958973,1.9588413805928477e-7,1,1,0.003362516264715876,9.598322764904954e-6,1,1,0.08238164848553896,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA
[Eubacterium]_xylanophilum_group,0.33034407944684624,-0.09225767671524841,-1.1355227758552806,0.5449684618746442,0.12731102587243087,NA,NA,0.4047028332723271,2.594779809392629,NA,NA,1.3465891935279126,0.013071598791002854,1,1,0.18550986315148416,0.04926987236608768,1,1,0.4707428867477438,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA
Anaerotruncus,0.18123289912616172,-0.5294388547446142,-0.7963227186545059,1.316245890241653,0.33952137956473044,NA,NA,0.5681595137759056,0.5337893577085012,NA,NA,2.3166837099920654,0.5976998653108576,1,1,0.02805678549875483,0.8711594115410346,1,1,0.27495649788779736,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Muribaculaceae,0.10955511792891019,0.11182717461338472,-0.651528984925664,0.046592479967791714,0.10627993094409315,NA,NA,0.3540055616144335,1.0308166081378045,NA,NA,0.13161510727489104,0.3086695737770912,1,1,0.8959324857713937,0.6874913234126122,1,1,0.9755709289510731,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA
Blautia,0.1440083091285509,-0.19814792040686663,-0.41218761258883024,-0.0030228084236396755,0.2536384611441501,NA,NA,0.6813176526107871,0.5677700001763801,NA,NA,-0.004436709385198478,0.5732874076153339,1,1,0.9964815473602784,0.8711594115410346,1,1,0.9964815473602784,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Marvinbryantia,0.21909087247767772,-0.044404435804601586,-1.0652178599797204,1.041204377258088,0.11031049179763476,NA,NA,0.4677972533269591,1.9861290518004506,NA,NA,2.2257599202498,0.06163822356176715,1,1,0.03833305556197424,0.21573378246618502,1,1,0.3130532870894563,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Lachnospiraceae_UCG-006,0.5298792728992715,-0.393190278018279,-1.163303127380731,0.44065793975005757,0.11051448083596048,NA,NA,0.4285595274674422,4.794659205663601,NA,NA,1.0282304125966129,7.000018056335067e-5,1,1,0.31409348009504146,0.0011433362825347276,1,1,0.7328847868884301,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA
Hungatella,0.2091410914211752,-1.1437120762698545,-0.3084505511963353,0.889385929466065,0.2776758702507033,NA,NA,0.6138124460416534,0.7531842476350193,NA,NA,1.448953886812701,0.45898007669690355,1,1,0.16084843170571794,0.7942387341098065,1,1,0.4707428867477438,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
GCA-900066575,0.5968777569561019,-0.32501446359669545,-1.4455325595204453,0.8465754930363721,0.13275887818011,NA,NA,0.43495679472940524,4.495953605048814,NA,NA,1.9463438743681256,3.665950648713032e-4,1,1,0.06939246303427103,0.0027372394266436378,1,1,0.42502883608491004,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA
Intestinimonas,0.8023869471924298,-0.9049670187282565,-1.474404638915871,1.3232256664117226,0.20285750069529118,NA,NA,0.48320980929312607,3.955421635592768,NA,NA,2.7384081220276384,6.28358137109948e-4,1,1,0.01170984398117681,0.0038486935897984317,1,1,0.173931104009875,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA
Eisenbergiella,0.9426649074816552,-0.806216375859856,-1.545792445244514,0.027951987928206638,0.042734847327219765,NA,NA,0.32459875121558596,22.058459698327486,NA,NA,0.08611243211358507,3.5555937575743527e-6,1,1,0.934719076865913,8.711204706057164e-5,1,1,0.986663646163171,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA
Mucispirillum,0.4918119355275511,-0.5917511964037091,-1.284346085899375,1.1491726910419273,0.37689885627925696,NA,NA,0.6995067677408596,1.3048910266874123,NA,NA,1.642832841708333,0.19920663475426081,1,1,0.10806619687822683,0.5137434264715147,1,1,0.46521357691380777,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA
Ruminococcaceae,0.3164372821253154,-0.16042044406241918,-0.5636926088140294,0.03670482518611307,0.28169860753392467,NA,NA,0.538328087230676,1.123318588244023,NA,NA,0.06818300225599205,0.276061702552542,1,1,0.9463916606054905,0.644143972622598,1,1,0.986663646163171,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Acetatifactor,0.6845303465292121,-0.8012406326291791,-1.864031317091245,2.1380420528480673,0.1467366857990468,NA,NA,0.5057217993420474,4.665025264824802,NA,NA,4.227703958242844,1.4903948876982516e-4,1,1,4.1307885081820044e-4,0.001771771266742006,1,1,0.020240863690091822,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA
Enterorhabdus,0.22711549993673777,-0.01693574595558079,-0.5401647940696755,0.017242714070992426,0.14977716535707591,NA,NA,0.4188441845286324,1.5163559771964141,NA,NA,0.04116737132305511,0.14249137438288115,1,1,0.9675030322190499,0.4107104320447751,1,1,0.98765934539028,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
Robinsoniella,-0.06713315866740652,-0.8175139920663185,0.2281717173416441,0.1352863277520499,0.37507767448742013,NA,NA,0.6750835816303107,-0.1789846829970631,NA,NA,0.20039937488234666,0.8595170608614384,1,1,0.8429296915625684,0.9433214655468773,1,1,0.9484857135505436,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Tyzzerella,0.1918962624800047,0.39374317167107115,-0.8076420973942197,-0.25044432630272356,0.10612391480596439,NA,NA,0.3560062898924833,1.8082282662759412,NA,NA,-0.7034828693008759,0.10402644094954906,1,1,0.4995481308195179,0.33981970710186027,1,1,0.828225115171148,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA
Anaeroplasma,-0.10518847917468088,-0.1926388718337664,-0.4799911423096527,0.9525050997364204,0.24475399869225992,NA,NA,0.689796702731308,-0.42977226005177155,NA,NA,1.3808490182178264,0.6700729150256721,1,1,0.17633534709300203,0.8873938604394036,1,1,0.4707428867477438,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA
RF39,0.01034637335257736,1.1543708568683015,-1.457049643795724,-0.740862022187084,0.038912315957626266,NA,NA,0.3746580823860431,0.2658894259556303,NA,NA,-1.9774350454922491,0.8075503232730752,1,1,0.14241231946341054,0.9421420438185878,1,1,0.46521357691380777,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
Erysipelatoclostridium,0.031246486728936252,0.22509037173376845,-0.6894535647264093,0.2300130799576014,0.2439127962431758,NA,NA,0.5271378050763176,0.12810515565482747,NA,NA,0.43634335792763096,0.8986920636430364,1,1,0.6648768255494918,0.9433214655468773,1,1,0.8933438847897318,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA
Eggerthella,0.10773252641546344,-0.144946860370872,-0.4840831499226737,0.2851021602930877,0.20131484875119346,NA,NA,0.60180558491010006,0.5351444619398685,NA,NA,0.4737446235825102,0.59566801333205,1,1,0.6383926662217838,0.8711594115410346,1,1,0.8933438847897318,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Lachnospiraceae_UCG-004,0.40498288815805805,-0.3313788206799116,-1.0809535195327606,0.20388390105640575,0.07303116115953179,NA,NA,0.32521781901561225,5.54534368245083,NA,NA,0.6269149140521669,0.011562265397208919,1,1,0.5751808830772204,0.04721258370526975,1,1,0.8933438847897318,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA
[Clostridium]_innocuum_group,0.06417778588172818,-0.30902010344239766,-0.278623973930341,0.14400606284322953,0.24253015569526523,NA,NA,0.691206563971141,0.26461775731660525,NA,NA,0.208340126308815,0.793000942798074,1,1,0.836283825641197,0.9421420438185878,1,1,0.9484857135505436,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Anaerostipes,0.07740953305157555,-0.4122630879400947,-0.2273885861148566,-0.1775121855905691,0.1635182004449774,NA,NA,0.5680694049679428,0.47340010372498725,NA,NA,-0.31248327059716663,0.6400354860301478,1,1,0.7572649299846232,0.8711594115410346,1,1,0.9275711892739235,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Turicibacter,-0.025835336191716976,0.6363363494879429,-0.7004825804212788,-0.29851566008114944,0.49188382452549134,NA,NA,1.0428632904645911,-0.05252324818088847,NA,NA,-0.2862462058168353,0.9583668515924367,1,1,0.7761309951067523,0.9783328276672791,1,1,0.9275711892739235,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
[Eubacterium]_coprostanoligenes_group,0.19570706807035,0.5850382728916673,-1.77984785524699,1.045089172220698,0.4037747023471955,NA,NA,0.7838203222639453,0.48469373373982827,NA,NA,1.3333274763814718,0.6313009327485948,1,1,0.19213995377458928,0.8711594115410346,1,1,0.4707428867477438,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Butyricicoccus,-0.3151772948282422,1.3511222940557943,-0.8924300736399805,-0.25713276158703546,0.06950856711089291,NA,NA,0.3429629544876648,-4.534366164179635,NA,NA,-0.7497391721830517,0.003956796853831771,1,1,0.4817637332397092,0.01938830458377568,1,1,0.828225115171148,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA
Colidextribacter,0.7226921040924676,-0.5246514156580705,-1.556339800272802,0.7954659092058987,0.17313512136940684,NA,NA,0.5233416934952222,4.174150792608438,NA,NA,1.5199742712896633,1.807929864022455e-4,1,1,0.13725251793630838,0.001771771266742006,1,1,0.46521357691380777,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA
Lactococcus,-0.0412330446419533,0.3658649909915742,-0.48822505575238984,-0.1629818108720649,0.12401013794693877,NA,NA,0.4236525448412031,-0.33249736936504354,NA,NA,-0.38470631855440657,0.7412078068263859,1,1,0.7024433877393981,0.9079795633623228,1,1,0.8933438847897318,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA
Tuzzerella,0.4093581373858176,0.05852043788881613,-1.1277542195146981,0.19338190617427148,0.11567646255127564,NA,NA,0.4259650676900197,3.538819638475393,NA,NA,0.4539853636894892,0.0019456507914132788,1,1,0.6544965049700864,0.010592987642138963,1,1,0.8933438847897318,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA
[Eubacterium]_nodatum_group,0.20449344411028486,0.24512445491996074,-1.3506277040835717,0.8747213155500358,0.18390070019298577,NA,NA,0.570511866201351,1.111977517734783,NA,NA,1.5332219492194052,0.2741834244271394,1,1,0.13475340363426772,0.644143972622598,1,1,0.46521357691380777,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Clostridium_sensu_stricto_1,0.13261890686805225,0.014744723131598364,-0.7373507983239482,0.5837389499926757,0.3833298524478833,NA,NA,0.727303030942855,0.3459655073070074,NA,NA,0.80260761354993,0.7336132262609623,1,1,0.4332795871815155,0.9079795633623228,1,1,0.828225115171148,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Erysipelatoclostridiaceae,0.5777175692048176,-0.8280898780116552,-1.068351507363762,0.9104626490690364,0.1411814476437953,NA,NA,0.5394980116829996,4.092021854474924,NA,NA,1.6876107591736773,3.9103420380623394e-4,1,1,0.10392510693204078,0.0027372394266436378,1,1,0.46521357691380777,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA
Dysgonomonas,-0.2504491705289851,-0.312879022256251,0.005891347232370925,0.6018047807341004,0.4783592802767903,NA,NA,0.8134579372901765,-0.523558715917603,NA,NA,0.7398105705856857,0.6077616403526567,1,1,0.47013162981460543,0.8711594115410346,1,1,0.828225115171148,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
Monoglobus,0.4518351575118882,0.8468777432057555,-0.8127132498105174,-1.3821958410585833,0.038912315957626266,0,NA,0.3201993787058163,11.611623374047333,Inf,NA,-4.316672464028977,0.007335252602236399,0,1,0.049699517564066646,0.03267521613723487,0,1,0.3478966229484665,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
